,subscribed
39003,1
8693,0
17605,0
6455,0
31231,0
39824,0
4258,0
6647,0
26741,0
18011,0
25063,0
24170,0
17369,0
9791,0
10045,0
1356,0
28381,0
16579,0
37828,0
37945,1
9542,0
4115,0
13903,0
38717,0
11954,0
24719,0
459,0
28360,0
15126,0
1445,0
27065,0
22507,0
33195,0
32010,0
24727,1
24953,0
37413,0
11169,1
22988,1
12920,0
39149,0
40765,1
1875,0
31851,0
28727,0
23142,0
30710,0
27341,0
4453,0
27496,0
369,0
20297,1
14777,0
28511,0
11589,0
10500,0
15504,0
923,0
9939,0
39862,0
1136,0
32469,0
6167,0
38593,0
36288,1
35340,0
2601,0
14469,0
5620,0
16698,0
36870,0
7625,0
6644,0
20137,0
10357,0
3357,0
2999,0
27426,0
39174,1
26302,0
17123,0
31794,1
33363,0
3664,0
17385,1
6630,0
19536,0
5601,0
24042,0
40823,1
12506,0
1326,0
11433,0
35570,0
25949,1
3392,0
38838,0
32208,0
21311,0
25746,0
15796,0
40847,0
31657,0
35116,1
13810,0
39640,1
3382,0
15738,0
2133,0
27419,1
36218,0
8032,0
10469,0
29231,0
14442,0
1114,1
33728,0
8416,0
12813,0
23859,0
15522,0
38883,1
8353,0
20990,0
11053,0
35504,0
20219,0
5394,0
9540,0
2514,0
11367,0
17005,0
1918,0
13950,0
40383,1
3665,0
34618,0
20841,0
21876,0
1436,0
33501,1
18503,0
17411,0
15633,0
40810,0
36864,1
36815,0
2070,0
2182,0
20020,0
29799,0
2582,0
26181,0
38174,0
14084,0
17290,1
12837,0
32471,1
11006,0
8757,0
771,0
37343,0
19812,1
25003,0
30154,0
31357,0
21967,0
13362,0
29618,0
10716,0
31570,0
28080,0
36238,0
24121,0
14468,0
28520,0
4567,0
37557,1
9285,0
9558,0
4516,0
1458,0
27696,1
27423,0
15139,0
33884,0
1658,0
7537,0
5641,0
37072,0
35350,0
29968,1
22108,0
18907,0
9437,0
40081,1
5429,0
13425,0
16933,0
5786,0
2616,0
39016,1
1893,0
13467,1
7574,0
25449,0
26585,0
24193,0
23136,0
8477,0
37647,1
17503,1
37903,0
33806,0
4304,0
11492,0
33115,0
24285,0
36286,1
27587,0
16126,0
22893,0
33350,0
16125,0
40307,0
5157,0
6031,0
30284,0
40427,1
37177,0
9921,0
31428,0
10494,0
349,0
40098,1
37505,0
25182,0
12643,0
3407,0
36867,0
11988,0
13028,0
33451,0
39339,1
5600,0
11165,0
14958,0
20042,0
23985,0
29195,0
26119,0
15458,0
22105,0
2635,0
28769,1
26875,0
7916,0
17178,0
7788,0
20472,1
22533,0
33798,0
24901,0
413,0
25220,0
20054,0
4657,0
15198,0
37233,0
7714,1
24805,0
4081,0
32104,0
18886,0
40366,1
28846,0
21733,0
22667,0
7854,0
25068,0
31021,0
25343,0
16435,0
2193,0
11052,0
40455,0
35296,0
6392,0
28789,0
5246,0
4564,0
24817,0
39981,0
19904,0
10317,0
25622,0
28988,0
35131,0
24565,0
9331,0
40141,1
32294,0
33915,0
34189,0
7290,0
39000,0
8858,0
33142,0
37179,0
5790,0
1969,0
8920,0
12294,0
5209,0
29081,0
2099,0
14809,0
6415,0
16530,0
31070,0
29355,0
2566,0
36769,0
7386,0
27988,0
40067,1
26086,0
19368,0
29602,0
39158,0
25773,0
27847,0
20216,0
9548,0
5336,0
9820,0
36877,1
23476,0
32524,0
37924,1
13361,0
20813,0
23019,0
6121,0
11993,0
12984,0
15521,0
8556,0
11157,0
1967,0
16742,0
34425,0
10446,0
10166,0
21374,0
30339,0
27021,0
34119,0
7134,1
15048,0
12503,0
36078,1
8969,0
40583,0
29047,0
30131,1
9741,0
40434,1
29048,0
5874,0
40820,0
36087,0
4662,0
16511,0
38502,0
25192,0
13839,0
15657,0
6208,0
484,0
30296,0
31905,0
31092,0
7851,0
22739,0
26414,0
19129,0
1792,0
38675,1
35186,0
16649,0
18570,0
10798,0
36711,0
37188,0
6939,0
37167,0
15848,0
6391,0
17701,0
9256,0
37923,0
35101,1
20103,0
18505,0
10909,0
10517,0
39081,0
39633,1
15614,0
33812,0
12858,0
24823,0
30032,0
9201,1
3800,0
12935,0
11626,0
530,0
39056,0
3719,0
5931,0
31,0
24279,0
33850,0
656,0
27169,0
13649,0
8594,0
9855,0
9803,0
12208,0
38875,0
10604,0
19771,0
1275,0
29225,0
40464,1
32335,0
3142,0
31277,0
25061,0
18527,0
5977,0
15936,0
28728,0
32350,0
34212,0
23874,0
20609,0
16348,0
13366,0
6922,0
136,0
26185,0
25672,0
14794,0
41056,0
37748,1
33356,0
40278,1
24900,0
2507,0
5117,0
9886,0
39213,0
37320,0
16359,0
34883,0
24191,0
19815,0
40011,1
2113,0
26144,0
7841,0
268,0
7451,0
19760,0
40324,0
23247,1
34921,0
36374,0
30199,0
37117,0
22070,0
22027,0
18259,0
21859,0
9706,0
19551,0
3724,0
37424,0
21319,0
8525,1
16504,0
37377,0
22547,0
6334,0
37220,1
27549,0
38847,0
21547,0
19264,0
39194,1
25802,0
39466,0
22286,0
38775,1
25645,0
29351,0
34830,0
12432,0
31701,0
2862,0
17019,0
6418,0
21832,0
29712,0
12867,0
22606,0
3618,0
975,0
33327,0
17144,0
12168,0
7642,0
31052,0
17655,0
40289,1
8432,1
38577,0
26498,0
36385,0
12704,0
30837,0
28247,0
34276,0
29298,0
31756,0
36367,1
5562,0
17360,0
10040,0
26108,0
18929,0
31930,0
26885,0
28957,0
37791,0
19127,0
3081,0
10328,0
271,0
29644,0
12652,0
17843,0
32804,0
14667,0
28735,0
39169,1
14493,0
37679,0
6797,0
29245,0
18982,1
17612,0
17381,0
15006,0
40769,1
17230,0
25288,0
14,0
27388,0
15064,0
37301,0
3420,0
13830,1
20070,0
6186,0
19915,0
31044,0
14668,0
36923,1
34142,0
30716,1
29771,0
32204,0
22264,0
17854,0
28522,0
31110,0
9317,0
30490,1
29421,0
17047,0
32599,0
19585,0
20756,0
17060,0
16475,0
9534,0
27565,0
26050,0
13900,0
10499,0
33889,0
24682,0
20223,0
21546,0
32953,0
13001,0
13262,0
19294,0
32526,0
28888,0
18160,0
10156,0
26713,0
9031,0
5673,0
28233,0
26746,0
4826,0
40836,1
19586,0
7409,0
16384,0
8088,0
15067,0
35790,0
33331,0
24989,0
38915,1
34813,1
15208,0
8455,0
32391,0
21246,0
24010,0
8699,0
25610,0
38652,0
40958,0
7933,0
9568,0
1163,0
29826,0
6263,0
39203,1
31531,0
18306,0
37812,1
1759,0
3053,0
33998,0
24445,0
6891,0
17875,0
5821,0
27373,0
18607,0
4594,0
29601,0
15912,0
5432,0
3199,0
20199,0
10451,0
15478,0
5596,0
13037,0
10577,0
18152,0
6371,0
40078,1
26955,0
22823,0
25300,0
29056,1
33370,0
16276,0
30158,0
26977,0
28779,0
38184,1
18276,0
34889,1
11532,1
33930,0
26532,0
27326,0
15070,0
34606,1
31928,0
31476,0
26007,0
22237,0
7605,0
31038,0
33477,1
17985,0
19748,0
10880,0
33723,0
27431,0
21956,0
18001,0
17957,0
14908,0
31252,0
18474,0
24008,0
8080,0
12165,0
33103,0
7920,0
9385,0
35467,0
30542,0
8950,0
7692,0
13428,0
31151,1
12931,0
36785,1
23354,0
33044,0
9938,0
22595,0
19051,0
14317,0
14464,0
9273,1
33056,0
20708,0
39876,1
29420,1
10487,0
14871,0
1232,0
22090,0
4301,0
20920,0
13524,0
27975,0
1809,0
7282,0
19573,0
37174,1
27622,0
10827,0
23805,0
14551,0
491,0
2145,0
14702,0
20739,0
6750,0
12054,1
7317,0
17367,0
4450,0
12628,0
37568,0
2363,0
19255,0
7492,0
30161,0
27229,0
8721,0
27466,0
17924,0
1865,0
14590,0
31286,0
12482,0
442,0
2900,0
12617,0
29280,0
24181,0
29186,0
17847,0
1897,0
7092,1
7817,0
33484,0
14251,0
24207,0
34314,1
3708,0
17437,0
10693,0
18988,0
18144,1
35664,0
28638,0
27950,0
37086,0
5528,0
25323,0
28105,0
3858,0
39966,1
4996,0
7957,0
32316,1
4030,0
4808,0
28810,0
39298,1
3483,0
25817,0
2698,0
26928,0
39904,0
21137,1
7295,0
4942,0
18212,0
9446,0
21850,0
31949,0
26322,0
38994,1
39471,1
811,0
35675,0
10120,0
39522,1
18419,0
25842,1
36550,0
35346,0
33734,0
38313,0
2657,0
1144,0
12696,0
27275,0
2031,0
9304,0
4378,0
30115,0
2738,0
4968,0
40425,1
17777,0
14096,0
16361,0
32495,0
13409,0
7646,0
41043,0
26836,0
122,0
35523,0
11167,0
10200,0
25705,0
15012,0
40459,1
36333,1
3254,0
40674,1
34196,0
14151,0
17187,0
27349,0
32177,0
3450,0
2959,0
19671,0
19108,1
15767,0
19624,0
41125,1
32499,0
36487,1
13240,0
5541,0
28890,1
15655,0
18589,0
33922,0
17310,0
10564,0
18023,0
19045,0
32193,0
40684,0
5328,0
3130,0
21692,0
36444,0
2736,0
4549,0
37147,0
28886,0
15530,0
15181,0
19502,0
3806,0
9356,0
36263,0
2283,0
859,0
32787,0
13477,0
2513,0
13266,0
16193,1
36496,0
15838,0
29244,0
16453,0
38762,1
20727,0
16064,0
8617,0
34552,0
2478,0
38999,0
9179,0
13100,0
12096,0
14710,0
11503,0
33862,0
19779,0
15036,0
1157,0
3468,0
6713,0
4153,0
26042,0
26973,0
39308,1
31882,0
22248,0
26504,1
19171,0
36975,0
5690,0
23186,0
35591,0
3762,0
20027,0
8233,0
7515,0
10626,0
3496,0
6503,0
18519,0
31288,0
25691,0
35129,1
41129,1
26011,0
25131,0
13535,0
16647,0
11096,0
14470,0
22505,0
29612,0
16421,0
22329,0
19297,0
29584,1
5301,0
10163,0
4520,1
38559,1
1980,0
39110,0
19552,0
20944,0
34309,0
35229,0
28312,0
33792,0
37298,0
18800,0
14125,0
8129,0
14004,0
17554,0
40403,1
8615,0
33818,0
7543,0
8614,1
24060,0
30920,0
8318,0
6002,0
38789,1
1089,0
33057,0
20842,0
32633,0
3193,0
38096,1
11458,0
25332,0
12635,0
966,0
31140,0
2445,0
21405,0
22902,0
27614,0
28894,0
40951,0
37214,1
40860,0
28205,0
14443,0
16857,0
10538,0
34011,1
3232,0
5224,0
13881,0
7217,0
38412,1
30583,1
10123,0
37760,0
1297,0
22601,1
30165,1
20006,0
7420,0
2744,0
33752,0
4566,0
32493,0
2865,0
35640,0
6134,0
39208,1
29023,0
6322,0
25554,0
38700,1
34942,0
20991,0
36208,0
24314,0
16111,0
18356,0
30393,0
24927,0
22074,0
14098,0
31617,0
10225,0
28050,0
25974,0
17177,0
16818,0
16631,0
11796,0
15841,0
19473,0
38626,1
39881,0
21761,0
39723,1
29983,0
6046,0
32420,0
7806,0
38507,0
770,0
20850,0
40858,1
984,0
36681,0
39852,1
1036,0
3693,0
33718,0
38176,0
36992,0
14867,0
13764,0
714,0
8317,0
19640,0
1055,0
16690,0
38172,0
20307,0
27232,0
18322,0
27408,1
23278,0
3793,0
30665,0
7207,0
38493,1
14118,0
30680,0
13279,0
2398,0
34534,0
33897,0
29222,0
4610,0
28904,0
2068,0
4268,0
21873,0
22432,0
16861,0
27907,1
25058,0
39624,1
20392,0
4650,1
39591,1
23160,0
41089,0
22371,0
28687,0
12288,0
29951,0
38551,0
28686,0
332,0
11875,0
27882,1
1871,0
3376,0
4800,0
33408,0
8051,0
36742,0
19097,0
33771,0
14687,0
25516,1
3702,0
13658,0
28127,0
20979,0
32,0
21115,0
9910,0
21961,0
21080,0
1446,0
39930,0
30521,0
4041,0
38602,0
38936,0
9848,0
28328,0
27992,1
37776,0
15976,0
32609,0
11775,0
36837,0
38339,1
25435,0
1243,0
31379,0
26854,0
14663,0
26804,0
206,0
23499,0
9962,0
27828,0
12355,0
27000,0
18452,0
2167,0
19440,0
4415,0
27624,0
39650,1
28958,0
24415,0
200,0
37230,1
23856,0
34645,0
2036,0
30072,0
15042,0
15260,0
20855,0
25219,0
3694,0
33590,0
13835,0
31872,0
34138,0
25613,0
9466,0
1377,0
5118,0
23890,0
28119,0
32372,0
6286,0
36086,0
23449,0
5576,0
15884,0
12961,0
6602,1
35061,0
4471,0
37111,1
16792,0
8223,0
16462,0
32614,0
12784,0
39336,1
21531,1
35791,0
6895,0
3148,0
20612,0
32658,0
4989,0
16311,0
5383,0
32436,0
16012,0
32965,0
15008,0
35531,0
32362,0
5140,0
8935,0
8768,0
26051,0
38303,1
25930,1
1735,0
8677,0
17365,0
20711,0
38084,0
25890,0
1261,0
2904,1
15661,0
8278,0
10470,0
8517,0
17670,0
19801,0
31112,0
14772,0
28955,0
15251,0
20354,0
12079,0
4369,0
35868,1
3615,0
10870,0
4091,0
22186,0
5556,0
19562,0
39751,1
1641,0
38808,1
14439,0
19310,0
26815,0
36858,0
9272,0
17076,0
4882,0
11465,0
28469,1
9524,0
27471,0
15612,0
6285,0
12979,1
564,0
13783,0
6714,0
25129,0
16789,0
29084,0
17653,0
28283,0
483,0
18897,0
26984,0
28897,0
35039,0
25558,0
37892,0
29045,0
22141,0
13373,0
6549,0
4255,0
11127,0
6914,0
7989,0
6032,0
30693,0
29938,0
12167,0
12854,0
31922,0
21623,0
25908,0
1386,0
26164,0
25538,0
12942,0
30334,0
5034,0
35682,0
39569,1
22565,0
23430,0
2439,0
25390,0
29621,0
4215,0
18345,0
18609,0
18616,0
33378,0
9673,0
38466,0
36423,0
10017,0
21051,0
2312,0
10637,0
12061,0
11511,0
3104,0
27145,0
32580,0
38254,1
9735,0
33753,0
6147,0
37432,0
21234,0
10392,0
27481,0
4551,0
9806,0
31580,0
36410,1
39610,1
39370,1
18046,1
24616,0
13209,0
28930,0
20332,0
3329,0
5112,0
29167,0
869,0
30041,0
34347,0
14834,0
33188,0
7961,0
39716,1
23973,0
1841,0
37853,0
39614,0
31323,0
38317,0
21740,0
24430,0
10954,0
12917,0
29471,0
6675,1
22760,0
32559,0
18500,0
30128,1
13213,1
29775,0
15531,0
3145,0
38298,0
20064,0
24791,0
27844,1
33952,0
36582,0
5709,0
15836,0
34269,0
17674,0
10418,0
35023,0
3412,0
7780,0
34242,0
31141,0
28565,0
36674,0
33626,0
2192,0
26727,0
22720,0
11673,0
7254,0
24087,0
34472,0
8441,0
20589,0
35103,1
16908,0
36797,1
3221,0
27824,0
16353,0
30568,0
17054,0
33596,0
40440,0
40639,0
27450,0
34144,0
26827,0
28320,0
31294,0
16287,0
27777,0
14047,0
14814,0
17795,0
4430,0
13958,0
41040,0
23627,0
17721,0
27973,0
11524,0
4244,0
28191,0
13509,0
3237,0
15300,0
11642,0
12707,0
12592,0
27247,0
18385,0
25381,0
38420,1
13844,0
35743,0
12531,0
16267,0
34867,0
26566,0
1140,0
12887,0
19324,0
35257,0
18167,0
23501,0
4184,0
36784,0
9063,0
23883,0
28081,0
35197,0
12121,0
16373,0
17515,0
34128,0
8664,0
4089,0
34195,0
3186,0
34008,0
37158,0
27659,0
34069,0
20783,0
12749,0
15532,0
39391,1
33980,0
21213,0
40778,0
5990,0
3814,0
4203,0
20082,0
26702,0
28540,0
24799,0
36163,1
30222,1
16186,0
33375,0
28647,0
1346,0
38930,1
25319,0
4694,0
30825,0
684,0
5126,0
17575,0
11579,0
17393,1
28156,1
26575,0
11314,1
16335,0
16665,0
13529,0
27379,0
92,0
4847,0
13223,0
32858,0
2124,0
33397,0
9601,0
12464,0
40625,0
32019,1
8412,0
5067,0
39384,1
34835,0
18010,0
25367,0
34845,0
13868,0
8384,0
26711,0
39595,1
20355,0
37527,0
16039,0
18976,0
4133,0
26870,0
9370,0
8645,0
32621,0
38983,1
1632,0
28996,0
39865,1
1167,0
34821,0
8712,0
33001,0
21290,0
21928,0
1210,0
29743,0
34907,0
212,0
19465,1
28197,0
26853,0
24080,0
40909,0
16175,0
14471,0
38165,0
14945,0
9904,1
39364,1
25493,0
18218,1
7219,0
5902,0
22409,0
15517,0
29506,0
12817,0
20913,0
24557,0
32138,0
3580,0
38229,1
16356,0
6723,0
14203,0
40927,1
33972,0
12514,0
11514,0
40261,0
36437,1
26801,0
9291,0
20267,0
9414,0
14682,0
26413,0
24826,0
23333,0
39857,0
19332,0
8717,0
25010,0
34658,0
26320,0
21927,0
16256,0
17604,0
35697,0
10853,0
26760,0
34670,0
30007,1
133,0
30194,0
14866,1
35516,0
5544,0
1487,0
36516,0
26399,0
21439,0
1198,0
18240,0
38599,1
22152,0
29804,0
10601,0
25362,0
24078,1
6406,0
8231,0
24015,1
1617,0
40140,1
40251,0
7341,0
17481,0
15444,0
33852,0
20441,0
29132,0
6999,0
5288,0
17769,0
32452,0
7930,1
25341,0
4119,0
8635,0
7357,0
28183,0
39667,1
12136,1
13591,1
20568,0
32802,0
35392,0
30685,0
30940,0
27162,0
15257,0
5495,0
26303,0
29527,0
1670,0
32954,0
20001,0
38662,0
19458,0
32547,0
40785,1
9486,0
34573,0
17470,0
39381,1
16488,0
24601,0
15800,0
2410,0
29877,0
34756,0
1920,0
8052,0
30509,0
35406,0
31045,0
23348,0
18666,0
12149,0
6210,1
15345,0
27216,0
29269,0
21538,1
25408,0
31602,0
485,0
30288,0
15987,0
36684,0
7028,0
29927,0
31260,0
40579,1
1968,0
25728,0
15195,0
539,0
13303,0
9569,1
873,0
9036,0
10117,0
6843,0
29029,0
34979,0
39621,1
3572,0
16063,0
22163,0
26184,0
22312,0
19976,0
13388,0
30507,0
25293,0
37446,1
11032,0
22904,0
36006,0
37063,1
2042,0
12028,0
28277,0
36950,0
11271,1
11128,0
3831,0
23080,0
35797,0
2885,0
20058,0
7519,0
31607,0
22657,0
15674,0
38696,1
28908,0
38595,0
17191,0
40348,1
2344,0
28944,1
12831,0
39260,0
24202,0
10213,0
10150,0
925,0
27313,0
28743,0
39498,0
30200,1
10889,0
31050,0
11093,0
13065,0
20228,0
3995,0
10183,0
7738,0
6238,0
26267,0
3933,0
16107,0
4946,0
28072,1
4361,0
16549,0
31266,0
12537,0
5461,0
13594,0
23151,0
36900,0
15399,0
27314,0
11585,0
9686,0
35750,0
7412,0
38846,1
31100,0
5535,0
13471,0
6375,0
37594,1
37114,0
3429,0
40602,0
8294,0
33836,1
12832,0
33140,0
6458,0
22137,0
26957,0
10586,0
10990,0
29532,0
35810,0
28881,0
7523,0
14804,0
17336,0
23428,0
16166,0
27969,0
34616,0
30786,0
30498,0
20598,0
20296,0
29961,0
19601,0
32611,0
37041,1
2547,0
33799,0
26594,0
39588,1
32624,0
4311,0
38007,0
37091,0
19891,0
6126,0
28711,0
40092,1
30369,0
36631,1
36005,0
40514,0
12918,0
329,0
13511,0
18295,0
185,0
39931,1
16761,0
23938,0
3152,0
39893,0
22249,0
18383,0
6487,0
28856,0
18827,0
18595,1
20420,0
846,0
7414,0
12386,0
11615,0
31604,0
26934,0
1781,0
30513,0
172,0
8386,0
41123,0
25085,0
30695,0
10066,0
2697,0
24603,1
5869,0
27801,0
5078,0
3609,0
30121,1
18395,0
7542,0
17648,0
15878,0
4664,0
14951,0
2020,0
28400,0
556,1
30795,0
2451,0
2464,0
13151,0
27328,0
13492,0
38628,1
14601,0
11081,0
8330,0
793,0
1296,0
32202,0
22940,0
39255,0
13480,0
24912,0
15019,0
34407,0
10087,0
9451,0
24764,0
34930,0
23375,0
19323,0
23417,0
33104,0
39630,1
23928,0
39190,1
8647,0
21420,0
30446,1
7725,0
39976,1
27723,1
29275,0
21,0
34794,0
36469,1
33180,0
39894,0
12992,0
26236,0
38528,0
35052,0
29304,0
699,0
33808,0
6667,0
36108,1
35370,0
6942,0
40099,1
33233,0
34515,1
6189,0
15509,1
17552,0
14610,0
6913,0
9545,0
15716,0
5654,0
27325,0
27480,0
40335,1
32032,0
3384,0
9393,0
38965,1
19951,0
32883,0
26814,0
40995,1
34301,1
1049,0
35390,0
5386,0
8601,0
38785,0
35297,0
39089,1
37684,0
33449,0
37026,0
1619,0
4750,1
26938,0
40865,0
14328,0
9305,0
10823,0
13506,0
3559,0
27488,0
24992,0
20986,0
40784,0
6090,0
5121,0
21595,0
12343,0
32919,0
21798,0
10251,1
12860,0
39388,1
19569,0
14533,0
903,0
10176,0
24714,0
11121,0
1242,0
37653,0
17067,0
12584,0
27134,0
36088,0
4571,0
22537,0
38276,0
34260,0
1881,0
36021,0
16054,0
37036,0
23986,0
11086,0
16187,0
39597,1
5942,0
29087,0
4716,0
4403,0
9581,0
23964,0
8225,0
3614,0
27960,0
26012,0
32447,0
26407,0
38212,0
39325,1
17540,0
39087,1
15600,0
39422,1
2901,0
40320,1
39584,0
22220,0
9664,0
23975,0
32788,0
29316,0
39845,0
27264,0
29706,0
11637,0
41121,0
25230,0
40429,0
17973,0
34278,0
36765,0
17615,0
23326,0
20973,0
20716,0
39023,0
15663,0
39756,1
24974,1
29545,0
4397,0
22925,0
18649,0
1111,0
6467,0
19232,0
33252,0
6182,0
19202,1
34824,1
24460,0
37050,0
37077,0
35104,0
26766,0
19826,0
16783,0
14708,0
19415,0
23932,0
26391,0
12664,0
28382,0
4201,0
29884,0
24759,0
3188,0
13645,0
8695,0
3592,0
27178,0
41133,0
17761,0
16624,0
8242,0
13869,0
27456,0
30652,0
13668,0
30344,1
40288,0
10625,0
34402,0
9279,0
10227,0
20055,0
37962,0
16290,0
23264,0
31473,0
37718,0
16375,0
2924,0
12683,0
32059,0
36639,0
15989,1
17028,1
40281,0
24188,0
1924,0
23718,0
14695,0
27157,0
26034,0
26292,0
25752,0
38907,1
8964,0
8784,0
14260,0
8661,0
10714,0
5877,0
19656,0
37319,0
792,0
27724,0
9048,0
25465,0
38588,0
14734,0
16409,0
791,0
8421,0
6540,0
17258,1
29500,0
17730,0
39866,0
19016,0
34023,0
30419,0
20802,0
3820,0
10122,0
24283,0
36002,0
37844,0
22939,0
5043,0
29664,1
6687,0
12540,0
15244,0
20817,0
1280,0
32225,0
30505,0
38780,1
10746,0
8148,0
33445,0
20043,0
21201,0
18330,0
27607,0
6267,0
34609,0
10204,0
4656,0
28812,0
28582,0
17873,0
328,0
21533,0
4422,0
12393,0
5811,0
39602,0
30492,0
5767,0
22787,0
21709,0
18698,0
41037,0
28064,0
2922,0
10701,1
37859,0
28085,0
14254,0
31766,0
4105,0
31751,0
12756,0
32747,0
34349,0
29540,0
7181,0
37027,1
26708,0
5532,0
36636,0
4825,0
33611,0
4966,0
25164,0
25437,0
10949,0
36424,0
24215,0
34570,0
33634,0
7860,0
32859,1
23211,0
31886,0
36596,0
1916,0
41106,1
37462,0
352,0
11356,0
21376,0
25155,0
24683,0
23506,0
22917,0
11369,0
3465,0
14897,0
9260,0
28457,0
2190,0
31567,0
29575,0
34536,0
237,0
33660,0
32415,0
22209,0
37085,1
29522,1
3850,0
8214,0
39488,1
17457,0
30634,0
36611,0
3956,0
10831,0
29819,0
37925,0
26176,0
31255,0
7966,0
21150,0
13587,0
9893,0
2248,0
34199,1
2713,0
27292,0
17057,0
6604,0
20537,0
18020,0
34320,0
17234,0
10310,0
30195,1
15542,0
6854,0
13503,0
33939,0
27776,1
28251,0
20735,0
41000,1
29230,0
34665,0
20212,0
27938,0
29709,0
17462,0
20013,0
32319,0
35178,0
23628,0
11442,0
36885,1
9851,0
427,0
23134,0
12068,0
12235,0
15225,0
8965,0
16791,1
30141,1
23172,0
31560,0
29776,0
35444,0
4208,1
5146,0
1241,0
109,0
8923,0
34010,0
21009,0
11614,0
16362,0
33351,0
5604,0
21921,1
20359,1
8408,0
40648,1
31448,0
5789,0
24639,0
20887,0
24129,0
17379,0
37017,0
887,0
22531,0
6803,0
38221,0
38383,0
11459,0
1552,0
26717,0
18277,0
26500,1
18236,0
9495,0
32713,0
18854,0
25952,0
13532,0
26300,0
22319,0
7768,0
22928,0
18575,0
31082,0
10364,0
16685,0
33757,0
30477,0
24551,0
38358,0
23835,0
39113,0
26631,0
3663,0
24384,0
31031,0
33577,0
8067,0
30383,0
1942,0
35677,0
26015,0
9549,0
14455,0
22150,0
30012,0
25851,0
6890,0
4166,1
28417,0
17626,0
37288,0
4274,0
3627,1
23512,0
25567,0
4156,0
40607,0
8954,0
18593,0
23497,0
18992,0
31004,0
24731,0
40656,1
10857,0
31106,1
27140,1
35651,0
38520,0
17855,1
30011,1
19464,0
36403,0
5711,0
9775,0
137,0
1503,0
15020,0
24264,0
14514,0
37778,0
2541,0
7868,0
28198,0
28018,0
39921,0
5982,0
38371,0
22037,0
33803,0
211,0
23633,0
21375,0
17523,0
41015,0
29442,0
15142,0
21496,0
36435,0
28225,0
34072,0
34390,0
2375,0
31970,0
35687,0
38744,1
17339,0
8479,0
28005,0
13367,0
23774,0
30898,0
14362,0
13106,0
13055,0
2915,0
15004,0
22702,0
15333,0
6819,0
14438,0
13589,0
35693,0
15664,0
28112,1
23324,0
12970,0
12804,0
2516,0
14937,0
35255,0
7000,0
28423,1
24838,0
15804,0
21107,0
34557,0
20442,1
1780,0
19060,0
21999,0
23456,0
40588,1
36304,0
8105,0
31327,0
29138,0
9511,0
14331,0
10565,0
22543,0
40319,1
18045,0
19808,0
33052,0
16201,0
9965,0
22026,0
29754,0
12300,0
14507,0
22607,0
29959,1
31999,0
35964,0
28482,0
4418,0
6221,0
29279,0
13020,0
20289,0
38609,0
34519,0
9891,0
34775,0
27376,0
21442,0
18113,0
29766,0
221,0
11201,0
8284,0
10081,0
27853,1
21353,0
6833,0
232,0
12789,0
27600,0
13137,0
15649,0
32961,0
27330,0
29969,1
4903,0
6975,0
2846,0
39070,1
25041,0
32678,0
17070,0
24465,0
10603,0
38369,0
11327,0
19462,0
40103,1
32252,0
23749,1
10215,0
24048,1
5417,0
36853,1
4830,0
28295,0
39790,1
7962,0
28799,0
38790,1
2531,0
3992,0
39949,0
39137,1
3827,0
1662,0
3951,0
307,0
4101,0
39872,0
14572,0
2859,0
15466,0
37625,1
279,0
40498,1
22502,0
30437,0
37852,0
11362,0
40481,0
5319,0
27163,0
5363,0
23414,0
28762,0
28986,0
20293,0
28348,0
22122,0
37917,0
21417,0
22789,0
3853,1
5605,0
36513,0
18082,0
40189,0
34710,0
17201,0
36568,0
8900,0
34121,0
2132,0
34464,0
39815,1
36736,0
20670,0
12722,0
28252,0
140,0
11005,0
25014,0
18063,0
2935,0
1240,0
26768,0
8817,0
3729,0
20613,0
20276,0
37164,0
19950,0
30671,0
35230,0
31598,0
22763,0
11326,0
14669,0
37883,0
14354,0
27685,0
1170,0
2492,0
24178,0
40422,0
34213,0
24420,0
10124,0
24390,1
35213,0
10098,0
10311,0
9436,0
17939,0
31728,0
15918,0
28720,1
7672,0
1691,0
39763,0
34,0
7787,0
16489,0
18309,0
1050,0
40409,0
37975,0
619,0
32056,0
13378,0
17154,0
25043,0
40111,1
7318,0
14108,0
20672,0
34003,0
34474,0
38297,0
32243,0
20494,0
29257,0
5630,0
34795,0
29583,0
4866,0
34099,0
30224,1
32084,0
21172,0
16575,0
29582,0
17279,0
38618,0
36667,0
31217,0
38087,0
25464,0
8760,0
14356,0
40731,1
27654,0
37419,0
16925,0
24724,0
28076,0
37957,1
202,0
40610,1
29270,0
32288,1
8286,0
9181,0
16411,0
24522,0
16841,0
12381,1
34368,1
32572,0
30441,0
11825,0
630,0
14173,1
2895,0
19620,0
24338,0
35748,0
27137,0
14395,0
11478,0
18659,0
38260,1
3735,0
37327,0
40048,1
35393,0
26573,0
17255,0
25500,0
18314,0
18521,0
27856,1
1511,0
33848,0
17333,0
34116,0
30831,1
1486,0
12636,0
14162,0
34052,0
16895,0
36534,1
18304,0
4759,0
36930,1
21167,0
38392,0
15476,0
1482,0
29986,1
35718,0
35749,0
40738,1
25913,0
36943,1
25788,0
26230,0
2176,0
34579,1
27282,0
22856,0
39048,0
28182,0
9147,0
234,0
10421,0
19110,0
26680,0
34385,1
14368,0
18565,0
9254,0
11855,0
19091,0
16741,0
17600,0
23137,0
7185,0
34588,0
27141,0
15274,0
11978,0
36622,1
28102,0
